processo,assunto,camara,relator,origem,comarca,polo_mp,decisao,unanimidade,dt_publicacao,ementa,tempo,rel_idade,rel_id_municipio_nasc,rel_faculdade_direito,rel_tempo_magistratura,rel_tipo_magistrado,rel_quinto
15016541420228260248,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,02ª Câmara de Direito Criminal,LAERTE MARRONE,Comarca de Indaiatuba / Foro de Indaiatuba / 1ª Vara Criminal,INDAIATUBA,Passivo,Parcialmente,Unânime,2023-05-18,"Apelação. Crime de tráfico de drogas. Sentença condenatória. Recurso da defesa. PRELIMINAR. 1. Não configuração de um quadro de maltrato ao princípio da inviolabilidade do domicílio (artigo 5º, XI, da CF). MÉRITO. 1. Quadro probatório suficiente a ensejar a condenação 2. Sanção que comporta redução. Recurso parcialmente provido.   (TJSP;  Apelação Criminal 1501654-14.2022.8.26.0248; Relator (a): Laerte Marrone; Órgão Julgador: 2ª Câmara de Direito Criminal; Foro de Indaiatuba - 1ª Vara Criminal; Data do Julgamento: 18/05/2023; Data de Registro: 18/05/2023)",1.374401095140315,56.969199178644764,3550308,Faculdade de Direito da Universidade de São Paulo,32.9719370294319,desembargador,não
15006868320198260637,DIREITO PENAL - Crimes contra o Patrimônio - Furto Qualificado,16ª Câmara de Direito Criminal,OTÁVIO DE ALMEIDA TOLEDO,Comarca de Tupã / Foro de Tupã / Vara Criminal,TUPA,Passivo,Parcialmente,Unânime,2022-04-12,"FURTO QUALIFICADO MAJORADO. Apelo que pretende a absolvição por insuficiência de provas. Impossibilidade. Ampla confissão extrajudicial. Identificação do apelante, conhecido dos meios policiais, em imagens de câmeras de segurança. Irrelevância das transcrições impressas em baixa qualidade nos autos, o que não foi impugnado pela defesa até o encerramento da instrução. Vídeo original que ficou à disposição e jamais foi requisitado. Condenação confirmada. Penas já dosadas com baixo rigor, considerando tratar-se de condenado com dez condenações definitivas caracterizando maus antecedentes e reincidência. Necessidade de aplicação da atenuante da confissão espontânea, ainda que retratada em Juízo. Súmula 545 do C. STJ. Apelo provido em parte.  (TJSP;  Apelação Criminal 1500686-83.2019.8.26.0637; Relator (a): Otávio de Almeida Toledo; Órgão Julgador: 16ª Câmara de Direito Criminal; Foro de Tupã - Vara Criminal; Data do Julgamento: 12/04/2022; Data de Registro: 12/04/2022)",3.277207392197125,68.5201916495551,3106200,Faculdade de Direito do Distrito Federal,,desembargador,sim
00001381420158260560,DIREITO PENAL-Crimes contra o Patrimônio-Receptação,15ª Câmara de Direito Criminal,WILLIAN CAMPOS,Comarca de Votuporanga / Foro de Votuporanga / 2ª Vara Criminal e da Infância e Juventude,VOTUPORANGA,Passivo,Negaram,Unânime,2019-06-07,"RECEPTAÇÃO - ADQUIRIR VEÍCULO QUE SABE SER PRODUTO DE CRIME - MATERIALIDADE E AUTORIA SUFICIENTEMENTE PROVADAS. Diante do dolo direto do agente que adquire bem de origem ilícita, configura-se o crime de receptação.


USO DE DOCUMENTO PÚBLICO FALSIFICADO –  FALSO GROSSEIRO –  INOCORRÊNCIA. Falsificado o documento, no todo ou em parte, com a intenção de imitar o verdadeiro, e se a contrafação, ainda que não perfeita, for capaz de enganar o homem médio, não se pode tê-la como grosseira.   (TJSP;  Apelação Criminal 0000138-14.2015.8.26.0560; Relator (a): Willian Campos; Órgão Julgador: 15ª Câmara de Direito Criminal; Foro de Votuporanga - 2ª Vara Criminal e Da Infância e Juventude; Data do Julgamento: 06/06/2019; Data de Registro: 07/06/2019)",4.42984257357974,74.65571526351813,3118809,Faculdade de Direito da Universidade de São Paulo,41.99041752224504,desembargador,não
00012380620168260451,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes do Sistema Nacional de Armas,08ª Câmara de Direito Criminal,MARCO ANTÔNIO COGAN,Comarca de Piracicaba / Foro de Piracicaba / 1ª Vara Criminal,PIRACICABA,Passivo,Negaram,Unânime,2017-02-07,N/A (TJSP;  Apelação Criminal 0001238-06.2016.8.26.0451; Relator (a): Marco Antônio Cogan; Órgão Julgador: 8ª Câmara de Direito Criminal; Foro de Piracicaba - 1ª Vara Criminal; Data do Julgamento: 02/02/2017; Data de Registro: 07/02/2017),1.103353867214237,64.67077344284736,3543907,Faculdade de Direito da Universidade de São Paulo,38.83915126625599,desembargador,não
00005055120148260664,DIREITO PENAL - Crimes contra o Patrimônio - Furto Qualificado,11ª Câmara de Direito Criminal,MARIA TEREZA DO AMARAL,Comarca de Votuporanga / Foro de Votuporanga / 5ª. Vara Judicial,VOTUPORANGA,Passivo,Parcialmente,Unânime,2016-03-31,N/A (TJSP;  Apelação Criminal 0000505-51.2014.8.26.0664; Relator (a): Maria Tereza do Amaral; Órgão Julgador: 11ª Câmara de Direito Criminal; Foro de Votuporanga - 5ª. Vara Judicial; Data do Julgamento: 16/03/2016; Data de Registro: 31/03/2016),2.245037645448323,74.58726899383984,3511102,Faculdade de Direito das Faculdades Metropolitanas Unidas,,desembargador,sim
00057630620148260191,DIREITO PENAL-Crimes contra a Propriedade Intelectual-Violação de direito autoral,10ª Câmara de Direito Criminal,FÁBIO GOUVÊA,Comarca de Ferraz de Vasconcelos / Foro de Ferraz de Vasconcelos / 2ª Vara,FERRAZ DE VASCONCELOS,Passivo,Negaram,Unânime,2018-08-14,Vistos.  (TJSP;  Apelação Criminal 0005763-06.2014.8.26.0191; Relator (a): Fábio Gouvêa; Órgão Julgador: 10ª Câmara de Direito Criminal; Foro de Ferraz de Vasconcelos - 2ª Vara; Data do Julgamento: 09/08/2018; Data de Registro: 14/08/2018),4.616016427104722,69.8425735797399,3550308,Faculdade de Direito das Faculdades Metropolitanas Unidas,38.83915126625599,desembargador,não
00425402020178260050,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,09ª Câmara de Direito Criminal,GRASSI NETO,Comarca de São Paulo / Foro Central Criminal Barra Funda / 14ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2020-07-31,"Tráfico de entorpecentes –  Materialidade e autoria comprovadas por depoimentos de policiais cujo conteúdo é harmônico com o conjunto probatório –  Validade
No que concerne ao valor dos depoimentos prestados pelos policiais, os tribunais têm deixado assente serem inadmissíveis quaisquer análises preconceituosas. A simples condição de policial não torna a testemunha impedida ou suspeita. As declarações prestadas pelos agentes que efetuaram a prisão do acusado são válidas e têm o mesmo valor relativo que qualquer outra prova que se produza nos autos; por gozarem de fé pública, suas versões devem ser reputadas fidedignas, até que se prove o contrário. 

Pena –  Regime inicial –  Agente surpreendido com 10.6 g de cocaína –  Tráfico de entorpecentes –  Imposição legal do sistema fechado para início do cumprimento de pena –  Não subsistência do art. 2º, § 1º, da Lei n. 8.072/90 –  Entendimento da Resolução n. 5/2012 do Senado Federal –  Fixação que continua a ser regida pelos parâmetros objetivos e subjetivos contidos nos artigos 33, § 3º e 59, do CP
O entendimento predominante nos tribunais tem sido no sentido de que, em se cuidando de tráfico de entorpecentes, não mais subsiste a vedação legal (art. 2º, § 1º, da Lei n. 8.072/90) à fixação de regime inicial para cumprimento de pena privativa de liberdade diverso do fechado. O entendimento lastra-se no fato do Senado Federal ter editado a Resolução n. 5/2012, pela qual cessou a executoriedade da proibição da conversão da pena de prisão imposta em mera restrição de direitos. Se não mais existe óbice à referida conversão, com muito mais razão não se poderia subtrair do Magistrado a ampla liberdade na fixação do regime inicial para cumprimento de pena. O regime inicial para cumprimento de pena continua, todavia, sendo fixado consoante os parâmetros enumerados no art. 59 do CP, ao qual faz remição o art. 33, § 3º, do CP, de modo que, para ser adotado de regime de pena mais brando o sentenciado deverá preencher não apenas os requisitos objetivos, mas também aqueles de natureza subjetiva.

Tráfico de entorpecentes –  Conversão da pena privativa de liberdade em restritiva de direitos –  Possibilidade, em tese, dada a inconstitucionalidade de parte da redação § 4º, do art. 33, da Lei n. 11.343/06 –  Benefício cuja concessão é condicionada, todavia, ao atendimento dos requisitos contidos nos incisos do art. 44 do CP
Não mais se questiona a inconstitucionalidade da expressão ""vedada a conversão em penas restritivas de direitos"", contida na redação original do § 4º, do art. 33, da Lei n. 11.343/06, uma vez que à declaração do STF nesse sentido se seguiu suspensão de sua executividade por resolução do Senado Federal (Resolução n. 5/2012). A concessão do benefício fica condicionada, todavia, ao atendimento dos requisitos contidos nos incisos do art. 44 do CP pelo interessado.  (TJSP;  Apelação Criminal 0042540-20.2017.8.26.0050; Relator (a): Grassi Neto; Órgão Julgador: 9ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 14ª Vara Criminal; Data do Julgamento: 31/07/2020; Data de Registro: 31/07/2020)",3.578370978781656,61.125256673511295,3550308,Faculdade de Direito da Universidade de São Paulo,37.59069130732375,desembargador,não
00000025520178260557,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,14ª Câmara de Direito Criminal,MARCO DE LORENZI,Comarca de Viradouro / Foro de Viradouro / Vara Única,VIRADOURO,Passivo,Parcialmente,Unânime,2018-03-26,N/A (TJSP;  Apelação Criminal 0000002-55.2017.8.26.0557; Relator (a): Marco de Lorenzi; Órgão Julgador: 14ª Câmara de Direito Criminal; Foro de Viradouro - Vara Única; Data do Julgamento: 22/03/2018; Data de Registro: 26/03/2018),1.2292950034223136,72.32580424366871,3550308,Faculdade de Direito da Pontifícia Universidade Católica de São Paulo,38.83915126625599,desembargador,não
00105393520198260624,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,13ª Câmara de Direito Criminal,AUGUSTO DE SIQUEIRA,Comarca de Tatuí / Foro de Tatuí / 2ª Vara Criminal,TATUI,Passivo,Parcialmente,Unânime,2020-05-11,N/A (TJSP;  Apelação Criminal 0010539-35.2019.8.26.0624; Relator (a): Augusto de Siqueira; Órgão Julgador: 13ª Câmara de Direito Criminal; Foro de Tatuí - 2ª Vara Criminal; Data do Julgamento: 11/05/2020; Data de Registro: 11/05/2020),1.3579739904175223,68.290212183436,3550308,Faculdade de Direito da Pontifícia Universidade Católica de Campinas,40.89253935660506,desembargador,não
00078789820158260050,DIREITO PENAL - Crimes contra o Patrimônio - Roubo Majorado,11ª Câmara de Direito Criminal,MARCELO GORDO,Comarca de São Paulo / Foro Central Criminal Barra Funda / 23ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2017-02-17,Roubo majorado e porte ilegal de arma de fogo com numeração suprimida - Elementos de prova que demonstram autoria e materialidade delitivas - Condenações mantidas - Causas de aumento (concurso de agentes e emprego de arma) autenticadas - Dosimetria penal ajustada às particularidades do evento - Fixação de regime fechado ao início de cumprimento - Impossibilidade de substituição por outro menos gravoso - Pleito de detração que deve ser formulado perante o juízo da execução - Recursos desprovidos.  (TJSP;  Apelação Criminal 0007878-98.2015.8.26.0050; Relator (a): Marcelo Gordo; Órgão Julgador: 11ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 23ª Vara Criminal; Data do Julgamento: 15/02/2017; Data de Registro: 17/02/2017),2.130047912388775,58.25872689938399,3550308,Pontifícia Universidade Católica de São Paulo,33.81519507186858,desembargador,não
00028473720178260597,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,04ª Câmara de Direito Criminal,CAMILO LÉLLIS,Comarca de Sertãozinho / Foro de Sertãozinho / 2ª Vara Criminal,SERTAOZINHO,Passivo,Parcialmente,Unânime,2019-10-14,"APELAÇÃO CRIMINAL –  Tráfico ilícito de DROGAS –  Recurso defensivo –  Pretendida desclassificação, com o reconhecimento da inconstitucionalidade do art. 28, da Lei n.º 11.343/06 –  Impossibilidade –  Materialidade delitiva e autoria sobejamente demonstradas nos autos –  Circunstâncias da apreensão que evidenciam a destinação à mercancia –  Validade dos depoimentos dos agentes públicos –  Condenação e classificação jurídica dos fatos mantida –  Penas que comportam mitigação –  Natureza das drogas especialmente deletéria –  Processo por fato posterior, no entanto, que não se presta à elevação da básica –  Persistência de uma circunstância agravante que conduz  à redução da fração empregada –  Inaplicabilidade de minorante pretendida –  Elementos que apontam dedicação ao tráfico –  Regime fechado mantido –  Pena que não comporta substituição porque excede 04 anos –  Recurso parcialmente provido.  (TJSP;  Apelação Criminal 0002847-37.2017.8.26.0597; Relator (a): Camilo Léllis; Órgão Julgador: 4ª Câmara de Direito Criminal; Foro de Sertãozinho - 2ª Vara Criminal; Data do Julgamento: 08/10/2019; Data de Registro: 14/10/2019)",2.7816563997262147,62.8062970568104,2112407,Faculdade de Direito de Guarulhos,36.68993839835729,desembargador,não
15003083720218260612,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,15ª Câmara de Direito Criminal,GILDA ALVES BARBOSA DIODATTI,Comarca de Taquaritinga / Foro de Taquaritinga / 2ª Vara,TAQUARITINGA,Passivo,Negaram,Unânime,2022-05-17,"TRÁFICO DE ENTORPECENTES. ABSOLVIÇÃO POR INSUFICIÊNCIA DE PROVAS OU DESCLASSIFICAÇÃO DA CONDUTA PARA O CRIME PREVISTO NO ART. 28, CAPUT, DA LEI Nº 11.343/06. IMPOSSIBILIDADE. PROVAS ROBUSTAS. CONDENAÇÃO MANTIDA. Configuração. Materialidade e autoria demonstradas nos autos. Acusado preso em flagrante delito trazendo consigo, para fins de tráfico, 58 porções de crack. Versão do acusado de que acabara de adquirir as drogas, para consumo próprio, que restou isolada em relação ao mais da prova produzida. Depoimentos dos policiais militares que se mostraram firmes, coesos e coerentes, indicando que o apelante exercia o tráfico de drogas na ocasião. 
CAUSA DE AUMENTO DO ART. 40, III, DA LEI Nº 11.343/06. MANUTENÇÃO. Causa de aumento de pena de natureza objetiva. Desnecessária a comprovação de mercancia no respectivo estabelecimento, ou de que o comércio espúrio visasse os frequentadores de tais recintos, bastando, para incidência da majorante, que a prática ilícita tenha ocorrido nas imediações dos aludidos estabelecimentos, onde é o maior afluxo de pessoas, o  que aumenta a reprovabilidade da conduta e o risco de ofensa ao bem tutelado. Tráfico de drogas que ocorria nas proximidades de uma Escola Estadual, no horário de saída dos alunos. Mantido o reconhecimento da majorante.
PENA. Base fixada no mínimo legal. Na fase seguinte, deu-se o aumento de 1/6, dada a reincidência, que, inclusive, torna inviável o reconhecimento do ""tráfico privilegiado"" na fase seguinte. Mantido o acréscimo de 1/6 pela traficância nas imediações de estabelecimento de ensino. Penas conservadas. REGIME PRISIONAL E BENEFÍCIOS LEGAIS. Inicial fechado de rigor, ante o quantum da pena aplicada e a reincidência, a par da gravidade concreta do delito praticado (art. 33, § 3º, do CP). Incabíveis o sursis penal e a substituição da pena corporal por restritiva de direitos, ante a quantidade de pena aplicada e a reincidência.
Recurso defensivo desprovido.  (TJSP;  Apelação Criminal 1500308-37.2021.8.26.0612; Relator (a): Gilda  Alves Barbosa  Diodatti; Órgão Julgador: 15ª Câmara de Direito Criminal; Foro de Taquaritinga - 2ª Vara; Data do Julgamento: 17/05/2022; Data de Registro: 17/05/2022)",1.3716632443531827,57.779603011635864,3550308,Universidade de São Paulo,34.18754277891855,desembargador,não
00020686420188260624,DIREITO PENAL-Crimes contra o Patrimônio-Furto,02ª Câmara de Direito Criminal,LUIZ FERNANDO VAGGIONE,Comarca de Tatuí / Foro de Tatuí / 1ª Vara Criminal,TATUI,Passivo,Negaram,Unânime,2019-07-17,"Apelação. Furto simples. Materialidade e autoria comprovadas. Palavra da vítima corroborada pelos depoimentos dos policiais militares. Prova segura.  Desclassificação para o delito tipificado no artigo 169, inciso II, do Código Penal. Impossibilidade. Tentativa. Não ocorrência. Condenação mantida. Recurso desprovido.   (TJSP;  Apelação Criminal 0002068-64.2018.8.26.0624; Relator (a): Luiz Fernando Vaggione; Órgão Julgador: 2ª Câmara de Direito Criminal; Foro de Tatuí - 1ª Vara Criminal; Data do Julgamento: 15/07/2019; Data de Registro: 17/07/2019)",1.538672142368241,66.11909650924025,3550308,Universidade Católica de Campinas,,desembargador,sim
00005688420188260616,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,04ª Câmara de Direito Criminal,CAMILO LÉLLIS,Comarca de Mogi das Cruzes / Foro de Mogi das Cruzes / 3ª Vara Criminal,MOGI DAS CRUZES,Passivo,Negaram,Unânime,2020-12-10,"APELAÇÃO CRIMINAL –  Tráfico ilícito de DROGAS –  Pretendida absolvição por insuficiência de provas –  Impossibilidade –  Materialidade e autoria delitivas sobejamente demonstradas nos autos –  Prova oral que, somada a outros elementos de convicção, comprovam à saciedade o cometimento do delito imputado ao acusado –  Depoimento dos policiais responsáveis pelo flagrante –  Validade –  Negativa de autoria que não encontra arrimo na prova coligida –  Desclassificação da imputação de tráfico para uso –  Descabimento –  A condição de mero usuário não exclui, por si só, a prática da mercancia ilícita –  Circunstâncias em que se deu a prisão do recorrente, somadas à apreensão de considerável quantidade de entorpecente (crack e maconha), além de dinheiro de origem não comprovada, que dão a certeza do cometimento da mercancia ilícita –  Condenação mantida –  Pena corretamente imposta –  Modificação de regime prisional e substituição da pena privativa de liberdade por restritivas de direitos –  Desacolhimento –  Regime fechado que se revelou o único cabível à espécie –   Gravidade concreta e hediondez do delito cometido pelo réu, somadas às circunstâncias judiciais desfavoráveis, à reincidência específica e ao 'quantum' da sanção imposta que determinam o cumprimento da pena em regime mais gravoso, bem como desautorizam a concessão de quaisquer benesses legais –  Inteligência dos arts. 33 e 44, do CP –  Afastamento da pena de multa –  Impossibilidade –  Pena pecuniária fixada proporcionalmente à sanção corpórea. Opção do legislador em punir mais severamente essa espécie de delito –  Eventual hipossuficiência que deverá ser arguida e apreciada pelo Juízo das Execuções –  Recurso desprovido.  (TJSP;  Apelação Criminal 0000568-84.2018.8.26.0616; Relator (a): Camilo Léllis; Órgão Julgador: 4ª Câmara de Direito Criminal; Foro de Mogi das Cruzes - 3ª Vara Criminal; Data do Julgamento: 10/12/2020; Data de Registro: 10/12/2020)",2.940451745379877,62.8062970568104,2112407,Faculdade de Direito de Guarulhos,36.68993839835729,desembargador,não
00020307720148260079,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,08ª Câmara de Direito Criminal,MENS DE MELLO,Comarca de Botucatu / Foro de Botucatu / 1ª Vara Criminal,BOTUCATU,Passivo,Negaram,Unânime,2016-02-03,"MATERIALIDADE –  auto de apreensão e laudo toxicológico que restou positivo para a presença do elemento ativo –  comprovação que os materiais apreendidos são drogas.
AUTORIA –  depoimento policial que indica a apreensão de droga –  validade –  depoimento policial só deve ser visto com reservas quando a imputação ao réu visa justificar eventual abuso praticado –  inocorrência no caso em tela.
TRÁFICO –  destinação a terceiros –  indícios tais como quantidade incompatível com a figura de usuário (19 ""parangas"" de maconha, pesando 24,53 gramas e 6 papelotes de crack, pesando 1,91 gramas); a forma de acondicionamento, próprio para a venda a varejo; a declaração informal de que as drogas se destinavam ao tráfico; o encontro do dinheiro juntamente com as drogas; o local conhecido como ponto de venda de drogas; e, o fato de que o réu não teria condições econômicas para possuir as drogas para seu uso pessoal, dão a necessária certeza de que os entorpecentes se destinam ao tráfico ilícito.
PENA –  base fixada no mínimo legal, em que pese à quantidade de droga aprendida em seu poder e pela natureza de um dos entorpecentes –  na segunda fase houve o aumento da pena pela agravante da reincidência –  inaplicado o redutor previsto no artigo 33, § 4º, da Lei nº 11.343/06 por estar comprovado que ele se dedicava a atividade criminosa e pela reincidência.
REGIME –  réu que possuía expressiva quantidade de entorpecentes –  alta reprovabilidade e culpabilidade –  natureza de uma das drogas (crack) que indica maior reprovabilidade –  periculosidade e culpabilidade acima da média –  réu reincidente específico, indicando que regime menos gravoso não atende à finalidade preventiva específica –  Beccaria – regime fechado – improvimento.
  (TJSP;  Apelação Criminal 0002030-77.2014.8.26.0079; Relator (a): Mens de Mello; Órgão Julgador: 8ª Câmara de Direito Criminal; Foro de Botucatu - 1ª Vara Criminal; Data do Julgamento: 28/01/2016; Data de Registro: 03/02/2016)",2.088980150581793,61.2539356605065,3550308,Faculdade de Direito do Largo São Francisco da Universidade de São Paulo,33.27310061601643,desembargador,não
30288856820138260405,DIREITO PENAL-Crimes contra o Patrimônio-Estelionato,07ª Câmara de Direito Criminal,REINALDO CINTRA,Comarca de Osasco / Foro de Osasco / 3ª Vara Criminal,OSASCO,Passivo,Negaram,Unânime,2018-02-22,"Apelação. Estelionato. Art. 171, caput, do CP. Autoria e materialidade demonstradas. Obtenção de vantagem ilícita e prejuízo da vítima. Pena devidamente aplicada. Necessária a fixação de regime inicial aberto. Recurso não provido. Sentença mantida.  (TJSP;  Apelação Criminal 3028885-68.2013.8.26.0405; Relator (a): Reinaldo Cintra; Órgão Julgador: 7ª Câmara de Direito Criminal; Foro de Osasco - 3ª Vara Criminal; Data do Julgamento: 21/02/2018; Data de Registro: 22/02/2018)",5.1416837782340865,65.30869267624914,3514106,Faculdade de Direito da Universidade de São Paulo,35.02532511978097,desembargador,não
00175127120128260132,DIREITO PENAL-Crimes contra o Patrimônio-Furto,16ª Câmara de Direito Criminal,OTÁVIO DE ALMEIDA TOLEDO,Comarca de Catanduva / Foro de Catanduva / 2ª Vara Criminal e Anexo da Infância e Juventude,CATANDUVA,Passivo,Negaram,Unânime,2016-05-11,"FURTO. Subtração de dinheiro do interior de residência. Configuração. Materialidade e autoria demonstradas. Prova. Palavra da vítima corroborada pelo depoimento de testemunha não presencial. Confirmação de que o acusado ingressou na casa da vítima e ficou minutos sem qualquer vigilância. Negativa isolada na polícia. Revelia. Suficiência para a condenação. PENA. Concretização em 1 ano e 2 meses de reclusão, mais 11 dias-multa, em razão da reincidência específica. Manutenção do regime semiaberto. Apelo desprovido.  (TJSP;  Apelação Criminal 0017512-71.2012.8.26.0132; Relator (a): Otávio de Almeida Toledo; Órgão Julgador: 16ª Câmara de Direito Criminal; Foro de Catanduva - 2ª Vara Criminal e Anexo da Infância e da Juventude; Data do Julgamento: 10/05/2016; Data de Registro: 11/05/2016)",4.358658453114305,68.5201916495551,3106200,Faculdade de Direito do Distrito Federal,,desembargador,sim
15000564520208260264,DIREITO PENAL-Crimes contra o Patrimônio-Furto,04ª Câmara de Direito Criminal,EDISON BRANDÃO,Comarca de Itajobi / Foro de Itajobi / Vara Única,ITAJOBI,Passivo,Negaram,Unânime,2023-01-12,APELAÇÃO –  FURTO SIMPLES –  Aplicação do princípio da insignificância –  Impossibilidade –  Desvalor da conduta e não do bem –  Absolvição –  Descabimento –  Dosimetria e regime prisional que não comportam modificação –  Recurso defensivo desprovido.  (TJSP;  Apelação Criminal 1500056-45.2020.8.26.0264; Relator (a): Edison Brandão; Órgão Julgador: 4ª Câmara de Direito Criminal; Foro de Itajobi - Vara Única; Data do Julgamento: 12/01/2023; Data de Registro: 12/01/2023),3.030800821355236,63.26899383983573,3509502,Faculdade de Direito da Pontifícia Universidade Católica de Campinas,38.83915126625599,desembargador,não
00049022520188260047,DIREITO PENAL - Lesão Corporal - Decorrente de Violência Doméstica-Contra a Mulher,03ª Câmara de Direito Criminal,TOLOZA NETO,Comarca de Assis / Foro de Assis / 2ª Vara Criminal e da Violência Doméstica e Familiar contra a Mulher,ASSIS,Passivo,Parcialmente,Unânime,2020-09-10,N/A (TJSP;  Apelação Criminal 0004902-25.2018.8.26.0047; Relator (a): Toloza Neto; Órgão Julgador: 3ª Câmara de Direito Criminal; Foro de Assis - 2ª  Vara Criminal e da Violência Doméstica e Familiar contra a Mulher; Data do Julgamento: 10/09/2020; Data de Registro: 10/09/2020),2.6913073237508556,71.52087611225188,3550308,Faculdade de Direito da Universidade de São Paulo,40.02737850787132,desembargador,não
00012523720188260542,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,13ª Câmara de Direito Criminal,MARCELO GORDO,Comarca de Barueri / Foro de Barueri / 1ª Vara Criminal,BARUERI,Passivo,Parcialmente,Unânime,2020-04-07,"Tráfico de entorpecentes –  Autoria e materialidade comprovadas pelos elementos constantes dos autos –  Condenação mantida –  Pena que merece reparo –  Majorante prevista no art. 40, III, da Lei 11.343/06, que não deve prevalecer –  Participação de adolescente que autentica a aplicação da causa de aumento prevista no art. 40, VI, da Lei de Drogas –  Cabimento da aplicação do redutor do § 4º do art. 33 da lei de regência em proporção compatível com o caso em apreço, como consignado na r. sentença –  Regime semiaberto que se ajusta ao início do cumprimento - Recurso parcialmente provido.  (TJSP;  Apelação Criminal 0001252-37.2018.8.26.0542; Relator (a): Marcelo Gordo; Órgão Julgador: 13ª Câmara de Direito Criminal; Foro de Barueri - 1ª Vara Criminal; Data do Julgamento: 07/04/2020; Data de Registro: 07/04/2020)",2.2642026009582477,58.25872689938399,3550308,Pontifícia Universidade Católica de São Paulo,33.81519507186858,desembargador,não
00067966620148260050,DIREITO PENAL - Crimes contra o Patrimônio - Roubo Majorado,14ª Câmara de Direito Criminal,MIGUEL MARQUES E SILVA,Comarca de São Paulo / Foro Central Criminal Barra Funda / 26ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2016-03-07,N/A (TJSP;  Apelação Criminal 0006796-66.2014.8.26.0050; Relator (a): Miguel Marques e Silva; Órgão Julgador: 14ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 26ª Vara Criminal; Data do Julgamento: 03/03/2016; Data de Registro: 07/03/2016),2.1793292265571527,74.43942505133471,3542206,Faculdade de Direito da Pontifícia Universidade Católica de São Paulo,37.59069130732375,desembargador,não
15100057020218260228,DIREITO PENAL-Crimes contra o Patrimônio-Roubo,12ª Câmara de Direito Criminal,SÉRGIO MAZINA MARTINS,Comarca de São Paulo / Foro Central Criminal Barra Funda / 13ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2022-02-11,"Apelação criminal. Roubo. Autoria. Prova. Depoimento da vítima. Em se tratando de investigação de ilícito patrimonial como o roubo, faz-se sempre de particular importância a palavra da vítima, notadamente quando nada de concreto desabona sua credibilidade.  (TJSP;  Apelação Criminal 1510005-70.2021.8.26.0228; Relator (a): Sérgio Mazina Martins; Órgão Julgador: 12ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 13ª Vara Criminal; Data do Julgamento: 11/02/2022; Data de Registro: 11/02/2022)",1.111567419575633,63.43052703627652,5002704,Universidade de São Paulo,33.776865160848736,desembargador,não
